First,Last,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt,SLpM,Str.Acc,SApM,Str.Def,TD Avg,TD Acc,TD Def,Sub. Avg
Hilarie,Rose,,"5' 3""",115 lbs.,"63.0""",Orthodox,4,2,0,0,2.33,33%,6.13,44%,0,0%,100%,0
Jake,Rosholt,,"6' 1""",185 lbs.,--,Orthodox,12,5,0,0,2.68,53%,2.33,49%,6.51,68%,0%,1.8
Jared,Rosholt,,"6' 2""",265 lbs.,"75.0""",Orthodox,14,4,0,0,2.08,46%,1.52,59%,1.83,41%,66%,0.1
Kevin,Rosier,,"6' 4""",275 lbs.,--,Orthodox,2,6,0,0,0,0%,0,0%,0,0%,0%,0
Zach,Rosol,,--,243 lbs.,--,,3,2,0,0,0,0%,14.21,25%,0,0%,0%,0
Shannon,Ross,The Turkish Delight,"5' 6""",125 lbs.,"66.0""",Switch,13,8,0,0,6.58,38%,8.93,52%,0,0%,100%,0
Nick,Rossborough,Leatherface,"6' 5""",205 lbs.,--,,26,19,1,0,2.8,35%,4.33,35%,0,0%,100%,0
Kristian,Rothaermel,,"6' 0""",205 lbs.,--,Open Stance,4,3,0,0,0.75,50%,2.49,41%,0,0%,0%,0
Ben,Rothwell,,"6' 4""",265 lbs.,"78.0""",Orthodox,39,14,0,0,3.71,42%,4.63,47%,0.68,34%,70%,0.4
Rick,Roufus,,"6' 0""",207 lbs.,--,Southpaw,4,6,0,0,0.53,33%,1.06,33%,0,0%,50%,0
Khalil,Rountree Jr.,,"6' 1""",205 lbs.,"76.0""",Southpaw,13,5,0,0,3.73,38%,4.16,50%,0,0%,56%,0.1
Ronda,Rousey,Rowdy,"5' 7""",135 lbs.,"66.0""",Orthodox,12,2,0,0,4.17,52%,4.14,44%,6.26,68%,50%,4.8
Ray,Routh,,"5' 8""",185 lbs.,--,Orthodox,2,1,0,0,0.54,21%,3.22,28%,2.69,33%,0%,0
Roberta,Rovel,Crusher,"5' 8""",145 lbs.,--,,4,1,0,0,0.87,46%,3,26%,0,0%,100%,0
Phil,Rowe,The Fresh Prince,"6' 3""",170 lbs.,"80.0""",Orthodox,10,4,0,0,3.94,52%,4.32,54%,0.85,40%,59%,0.4
Cameron,Rowston,Van Damme,--,185 lbs.,--,,8,2,0,0,0,0%,0,0%,0,0%,0%,0
Kain,Royer,,--,185 lbs.,--,,2,2,0,0,0,0%,1.63,14%,0,0%,0%,4.1
Brad,Royster,,--,135 lbs.,--,,1,2,0,0,0,0%,0,0%,0,0%,0%,0
Brandon,Royval,Raw Dawg,"5' 9""",125 lbs.,"68.0""",Southpaw,15,6,0,0,3.45,38%,2.63,50%,0.66,100%,39%,2.3
Jairzinho,Rozenstruik,Bigi Boy,"6' 2""",242 lbs.,"78.0""",Orthodox,13,5,0,0,2.81,45%,3.15,45%,0,0%,73%,0
Mauricio,Rua,Shogun,"6' 1""",205 lbs.,"76.0""",Orthodox,27,14,1,0,3.57,50%,2.79,54%,2.01,48%,49%,0.7
Murilo,Rua,Ninja,"5' 11""",185 lbs.,--,Orthodox,20,13,1,0,2.48,45%,1.85,53%,1.97,45%,37%,1.2
Marco,Ruas,King of the Streets,"6' 1""",210 lbs.,--,Orthodox,9,4,2,0,0,0%,0,0%,0,0%,0%,0
Rodrigo,Ruas,,"5' 10""",185 lbs.,--,Orthodox,4,5,1,0,1.28,35%,7,41%,0,0%,0%,0
Rodolfo,Rubio Perez,Fito,"5' 5""",145 lbs.,--,Orthodox,10,16,1,0,1.13,36%,1,62%,2,33%,33%,0
Gabe,Ruediger,Godzilla,"5' 10""",155 lbs.,--,Orthodox,18,8,0,0,1.7,31%,5.16,41%,2.04,11%,28%,0
Mauricio,Ruffy,,"5' 11""",170 lbs.,"75.0""",Orthodox,9,1,0,0,4.75,58%,4.07,58%,0,0%,100%,0
Eddie,Ruiz,,"5' 7""",155 lbs.,--,Orthodox,1,1,0,0,0.2,25%,1.4,47%,2,12%,0%,0
Anthony,Ruiz,El Toro,"6' 2""",205 lbs.,--,Orthodox,33,22,0,0,2.56,64%,1.67,28%,1.43,31%,21%,0
Paul,Ruiz,,"5' 6""",135 lbs.,--,,7,4,0,0,1.4,33%,1.4,75%,0,0%,100%,20.9
Montserrat Conejo,Ruiz,,"5' 0""",115 lbs.,"61.0""",Southpaw,10,4,0,0,0.79,27%,4.96,37%,2.05,83%,33%,0.8
Mike,Russow,,"6' 1""",255 lbs.,"73.0""",Orthodox,15,3,0,0,1.55,47%,2.9,59%,4.66,43%,0%,0.7
Bas,Rutten,El Guapo,"6' 1""",205 lbs.,--,Orthodox,28,4,1,0,5.59,61%,2.06,79%,0,0%,0%,0
Nursulton,Ruziboev,Black,"6' 5""",185 lbs.,"76.0""",Orthodox,35,8,2,0,4.68,66%,2.34,40%,11.69,100%,0%,0
Casey,Ryan,,--,185 lbs.,--,,7,3,0,0,0,0%,0,0%,0,0%,0%,0
Yusup,Saadulaev,Maestro,"5' 6""",135 lbs.,--,,16,4,1,0,0.57,45%,0.96,66%,5.73,60%,0%,1
Cameron,Saaiman,MSP,"5' 8""",135 lbs.,"67.0""",Southpaw,9,1,0,0,5.28,46%,3.24,55%,1,36%,44%,0.8
Pete,Sabala,,--,135 lbs.,--,,3,15,0,0,0,0%,0,0%,0,0%,0%,0
Danny,Sabatello,Italian Gangster,"5' 10""",135 lbs.,"71.0""",Orthodox,9,1,0,0,2.07,57%,0.2,25%,3,75%,100%,1
Pat,Sabatini,,"5' 8""",145 lbs.,"70.0""",Orthodox,18,5,0,0,2.02,59%,1.54,49%,3.73,42%,50%,1.9
Amir,Sadollah,,"5' 10""",170 lbs.,"75.0""",Orthodox,6,5,0,0,4.71,46%,3.55,60%,0.57,27%,60%,0.3
Nazim,Sadykhov,Black Wolf,"5' 10""",155 lbs.,"69.0""",Southpaw,9,1,1,0,4.94,48%,5.72,48%,1.71,62%,75%,0.3
Frankie,Saenz,,"5' 6""",135 lbs.,"66.0""",Orthodox,13,7,0,0,3.94,47%,3.5,52%,1.74,31%,61%,0.1
Saparbeg,Safarov,,"6' 1""",185 lbs.,"78.0""",Orthodox,9,3,0,0,4.03,48%,2.96,47%,2.52,41%,33%,0
Tarec,Saffiedine,Sponge,"5' 10""",170 lbs.,"70.0""",Switch,16,7,0,0,4.05,47%,3.06,62%,0.52,36%,84%,0.1
Jason,Saggo,,"5' 11""",155 lbs.,"71.0""",Orthodox,12,4,0,0,2.5,39%,2.94,52%,2.33,40%,23%,0
Benoit,Saint Denis,God of War,"5' 11""",155 lbs.,"73.0""",Southpaw,13,1,0,0,5.53,52%,5.2,44%,4.55,36%,66%,1.4
Ovince,Saint Preux,,"6' 3""",205 lbs.,"80.0""",Southpaw,26,17,0,0,2.71,47%,3.14,46%,1.15,38%,66%,0.5
Lukasz,Sajewski,Wookie,"5' 8""",155 lbs.,"71.0""",Orthodox,13,3,0,0,2.06,35%,3.88,57%,1.01,25%,66%,0
Yukio,Sakaguchi,,"5' 9""",185 lbs.,--,Orthodox,6,7,0,0,0.3,25%,2.4,50%,4.5,100%,0%,9
Augusto,Sakai,,"6' 3""",265 lbs.,"77.0""",Orthodox,16,5,1,0,4.6,49%,3.83,48%,0.23,40%,56%,0
Alessio,Sakara,Legionarius,"6' 0""",185 lbs.,"72.0""",Orthodox,19,11,0,0,3.96,47%,2.8,59%,2.18,78%,62%,0
Wataru,Sakata,,"5' 9""",195 lbs.,--,Southpaw,11,14,0,0,1.11,61%,2.08,31%,0,0%,0%,0
Gokhan,Saki,The Rebel,"6' 0""",205 lbs.,"73.0""",Orthodox,1,2,0,0,7.09,58%,4.57,53%,0,0%,100%,0
Kazushi,Sakuraba,The Gracie Hunter,"6' 0""",185 lbs.,--,Southpaw,26,17,1,0,1.26,41%,2.03,51%,1.26,31%,48%,1.7
Hayato,Sakurai,Mach,"5' 7""",168 lbs.,--,Orthodox,38,13,2,0,2.45,49%,1.94,59%,1.87,69%,56%,0.3
Ryuta,Sakurai,,"5' 7""",183 lbs.,--,Orthodox,24,24,6,0,1.8,48%,3.44,58%,0.52,100%,36%,1.6
Justin,Salas,J-Bomb,"5' 8""",155 lbs.,"70.0""",Southpaw,12,7,0,0,3.42,43%,2.96,68%,2.43,20%,0%,0
Ivan,Salaverry,,"6' 0""",185 lbs.,--,Orthodox,14,9,0,0,3.01,47%,1.19,76%,0.49,18%,36%,2.5
Roman,Salazar,El Gallito,"5' 7""",135 lbs.,--,Orthodox,10,6,0,0,1.95,39%,2.89,57%,1.77,18%,50%,0
Luis,Saldana,,"5' 11""",145 lbs.,"73.0""",Orthodox,16,7,1,0,5.16,50%,3.65,60%,0.64,17%,44%,0.2
John,Salgado,Greco,"5' 10""",170 lbs.,--,,4,8,1,0,0.99,50%,1.86,40%,0,0%,50%,0
Muslim,Salikhov,King of Kung Fu,"5' 11""",170 lbs.,"70.0""",Orthodox,19,4,0,0,3.37,51%,2.91,62%,1.31,40%,73%,0
Gabriel,Salinas-Jones,,"6' 1""",245 lbs.,--,,5,2,1,0,0,0%,0,0%,0,0%,0%,0
Brandon,Saling,White Steel,"5' 10""",170 lbs.,--,,8,6,0,0,2.88,40%,6.08,20%,0,0%,57%,0
Quillan,Salkilld,,"6' 0""",155 lbs.,"76.0""",Orthodox,4,1,0,0,0,0%,0,0%,0,0%,0%,0
Sean,Salmon,,"5' 10""",185 lbs.,--,Southpaw,18,21,0,0,1.49,33%,2.03,65%,4.06,50%,0%,0
Boston,Salmon,Boom Boom,"5' 9""",135 lbs.,"69.0""",Southpaw,6,3,0,0,4.13,37%,7.75,59%,0,0%,100%,0
John,Salter,,"6' 1""",185 lbs.,"74.0""",Southpaw,14,3,0,0,1.68,32%,1.68,68%,2.85,46%,66%,0.5
Vinicius,Salvador,,"5' 7""",125 lbs.,"70.0""",Southpaw,14,6,0,0,5.44,42%,6.05,49%,0.38,11%,86%,0
Dylan,Salvador,,"5' 9""",155 lbs.,"69.0""",Southpaw,5,2,0,0,4.34,37%,11.57,46%,0,0%,0%,0
Josh,Samman,Anqa,"6' 3""",185 lbs.,"79.0""",Orthodox,13,4,0,0,2.08,52%,2.47,34%,1.09,33%,33%,0.4
Johnny,Sampaio,,"5' 8""",170 lbs.,--,Orthodox,3,1,0,0,1.32,40%,2.64,50%,9.89,50%,0%,9.9
Josh,Sampo,The Gremlin,"5' 4""",125 lbs.,"64.0""",Orthodox,11,5,0,0,1.99,36%,2.96,55%,1.06,33%,40%,2.1
Josh,San Diego,JSD,"5' 10""",135 lbs.,--,,8,3,0,0,0,0%,0,0%,0,0%,0%,0
Diego,Sanchez,Nightmare,"5' 10""",170 lbs.,"72.0""",Southpaw,31,13,0,0,2.69,37%,3.02,56%,1.51,24%,46%,0.8
Eddie,Sanchez,The Manic Hispanic,"6' 2""",230 lbs.,"74.0""",Orthodox,15,8,0,0,3.45,43%,3.3,43%,1.13,26%,42%,0
Julian,Sanchez,,"6' 3""",300 lbs.,--,Orthodox,0,1,0,0,0,0%,0,0%,0,0%,0%,0
Bobby,Sanchez,The Kid,"5' 7""",155 lbs.,--,Orthodox,10,35,0,0,0,0%,0,100%,0,0%,100%,0
Donald,Sanchez,,"5' 10""",145 lbs.,--,,31,17,0,0,0.58,50%,1.16,55%,0,0%,50%,0
Joby,Sanchez,,"5' 6""",135 lbs.,"68.0""",Orthodox,11,4,0,0,3.22,36%,2.82,63%,0.95,71%,51%,0.4
Emmanuel,Sanchez,El Matador,"5' 9""",145 lbs.,"71.0""",,15,3,0,0,4.45,35%,4.17,55%,0.25,6%,16%,0.5
Erick,Sanchez,,"5' 10""",145 lbs.,--,,8,3,0,0,0,0%,0,0%,0,0%,0%,0
Andrew,Sanchez,El Dirte,"6' 1""",185 lbs.,"74.0""",Orthodox,13,7,0,0,4.3,43%,5.1,50%,2.55,36%,100%,0
Robert,Sanchez,Littlefury,"5' 6""",125 lbs.,"66.0""",Orthodox,8,2,0,0,0.96,40%,1.78,46%,3.61,62%,50%,0.7
Jesse,Sanders,,"6' 0""",170 lbs.,--,Orthodox,23,7,0,0,0,0%,6.45,35%,0,0%,50%,0
Luke,Sanders,Cool Hand,"5' 6""",135 lbs.,"67.0""",Southpaw,13,5,0,0,6.61,52%,4.37,50%,0.71,30%,72%,0.2
Jerrod,Sanders,J-Reazie,"5' 8""",135 lbs.,"72.0""",Orthodox,16,3,0,0,0.88,64%,1.14,46%,2.2,33%,50%,1.6
Cory,Sandhagen,,"5' 11""",135 lbs.,"70.0""",Switch,17,4,0,0,5.33,44%,3.4,58%,1.36,33%,64%,0.3
Hugo,Sandoval,,--,135 lbs.,--,,2,3,0,0,0,0%,0,0%,0,0%,0%,0
Raul,Sandoval,,--,130 lbs.,--,,3,3,0,0,0,0%,0,0%,0,0%,0%,0
Joseph,Sandoval,,"5' 7""",135 lbs.,--,Southpaw,7,7,0,0,1.82,42%,12.12,60%,0,0%,0%,0
Hector,Sandoval,Kid Alex,"5' 2""",125 lbs.,"64.0""",Orthodox,14,4,0,0,3.31,52%,2.33,65%,3.49,25%,71%,1.4
Chris,Sanford,,"5' 11""",185 lbs.,--,Orthodox,5,1,0,0,0.23,50%,3.22,17%,0,0%,0%,3.5
Roldan,Sangcha'an,The Executioner,"5' 4""",125 lbs.,--,Orthodox,4,2,0,0,2.71,46%,2.15,51%,1.94,60%,68%,0
Yuhi,Sano,,"5' 11""",243 lbs.,--,Orthodox,0,4,0,0,0,0%,0,0%,0,0%,0%,0
Martin,Sano,Spartan,"5' 11""",170 lbs.,"75.0""",Orthodox,4,3,1,0,4,33%,12,40%,0,0%,0%,0
Jonathan,Santa Maria,,"5' 9""",125 lbs.,--,,3,4,0,0,3.6,51%,2.53,74%,0,0%,80%,0
Duda,Santana,Cowboyzinha,"5' 7""",145 lbs.,"73.0""",Orthodox,3,1,0,0,6.01,39%,2.72,73%,6.44,60%,0%,0
Shaheen,Santana,Shazam,"6' 1""",155 lbs.,"75.0""",Orthodox,6,1,0,0,0.82,42%,1.65,40%,0,0%,0%,2.8
Sean,Santella,Shorty Rock,"5' 5""",125 lbs.,--,,17,6,1,0,0,0%,0,0%,0,0%,0%,0
Jorge,Santiago,The Sandman,"6' 1""",170 lbs.,"75.0""",Orthodox,25,12,0,0,1.69,35%,2.62,56%,0.58,30%,52%,0.8
Mike,Santiago,,"5' 10""",145 lbs.,"69.0""",Orthodox,19,12,0,0,3.44,49%,3.58,36%,2.66,50%,53%,1.1
Will,Santiago,The Brown Bomber,"5' 7""",185 lbs.,--,Orthodox,9,5,0,0,1.47,39%,5.53,56%,1,50%,100%,0
Richie,Santiago,The Milford Mauler,"5' 7""",135 lbs.,"67.0""",Southpaw,7,2,0,0,3.87,49%,4.87,42%,0,0%,25%,0
Jose,Santibanez,,--,155 lbs.,--,,10,3,0,0,0,0%,0,0%,0,0%,0%,0
Art,Santore,Pachuco,"6' 2""",185 lbs.,--,,18,8,0,0,1.4,12%,7.31,52%,0,0%,100%,0
Adriano,Santos,,--,--,--,,0,1,0,0,0,0%,0,0%,0,0%,0%,0
Paulo,Santos,,--,--,--,,0,3,0,0,0,0%,0,0%,0,0%,0%,0
Evangelista,Santos,Cyborg,"5' 10""",170 lbs.,"76.0""",Orthodox,21,18,0,0,3.94,36%,6.01,49%,0.78,100%,50%,0.4
Luis,Santos,,"6' 1""",170 lbs.,--,Southpaw,63,10,1,0,4.4,57%,4,64%,0,0%,0%,0
Iliarde,Santos,,"5' 5""",125 lbs.,"67.0""",Orthodox,30,13,1,0,3,30%,6.1,57%,1.66,23%,83%,0
Leonardo,Santos,,"6' 0""",155 lbs.,"75.0""",Orthodox,18,7,1,0,2.82,46%,3.4,54%,0.88,25%,86%,0.2
Thiago,Santos,Marreta,"6' 2""",205 lbs.,"76.0""",Orthodox,22,11,0,0,3.72,48%,2.57,53%,0.88,33%,65%,0.1
Bruno,Santos,Carioca,"5' 9""",185 lbs.,--,Orthodox,15,2,0,0,1.18,46%,2.27,56%,3,37%,66%,0.3
Andre,Santos,Chatuba,"6' 0""",170 lbs.,--,,38,10,0,0,2.77,34%,4.17,41%,2.5,29%,75%,0
Gleristone,Santos,Toninho Furia,"5' 9""",145 lbs.,--,,33,7,0,0,3.4,31%,4.4,64%,0,0%,75%,0
Yana,Santos,,"5' 6""",135 lbs.,"68.0""",Orthodox,14,8,0,0,4.16,56%,3.03,50%,1.11,53%,42%,0.1
Taila,Santos,,"5' 6""",125 lbs.,"68.0""",Orthodox,19,3,0,0,3.39,48%,2.64,58%,2,76%,86%,1.1
Marilia,Santos,Chocolate,"5' 4""",125 lbs.,--,Orthodox,10,3,0,0,4.4,54%,4.07,53%,1,100%,66%,1
Edivan,Santos,Pe De Sapo,"6' 4""",248 lbs.,"78.0""",Orthodox,12,3,1,0,1.55,48%,7.09,26%,0,0%,25%,0
Daniel,Santos,Willycat,"5' 7""",135 lbs.,"67.0""",Orthodox,12,2,0,0,4.26,37%,5.12,50%,1.9,50%,73%,0
Gabriel,Santos,Mosquitinho,"5' 9""",145 lbs.,"70.0""",Orthodox,10,2,0,0,4.46,55%,6.03,44%,4.34,46%,66%,1.2
Luana,Santos,,"5' 6""",125 lbs.,"67.0""",Orthodox,6,1,0,0,17.1,60%,6.52,68%,0,0%,100%,0
Nick,Sanzo,,"5' 9""",190 lbs.,--,,1,1,0,0,0,0%,0,0%,0,0%,0%,0
Bob,Sapp,The Beast,"6' 5""",350 lbs.,--,Orthodox,11,20,0,0,3.19,55%,1.88,49%,0.58,100%,72%,0
Daniel,Sarafian,,"5' 9""",185 lbs.,"73.0""",Orthodox,10,6,0,0,2.23,46%,3.1,58%,0.36,7%,53%,0.7
Jeka,Saragih,,"5' 8""",145 lbs.,"69.0""",Orthodox,13,3,0,0,2.77,51%,2.56,42%,1.89,100%,60%,0.6
Diego,Saraiva,The Octopus,"5' 6""",155 lbs.,--,Orthodox,22,20,1,0,1.64,32%,3.58,62%,1.33,40%,0%,0.7
Harris,Sarmiento,The Hitman,"5' 9""",155 lbs.,--,Orthodox,36,26,0,0,0.84,25%,3.46,36%,2.36,60%,57%,0
Alexander,Sarnavskiy,Tiger,"5' 11""",155 lbs.,--,,35,6,0,0,1.43,66%,2.06,42%,0,0%,75%,0
Yuki,Sasaki,,"6' 2""",185 lbs.,--,Orthodox,25,22,2,0,1.09,43%,1.2,57%,0.43,100%,66%,0
Kyosuke,Sasaki,,"5' 7""",183 lbs.,--,Southpaw,3,7,4,0,0.33,45%,0.93,46%,0,0%,0%,0
Yuta,Sasaki,Ulka,"5' 10""",125 lbs.,"71.0""",Southpaw,21,6,2,0,2.16,41%,2.5,50%,3.03,43%,41%,1.2
Paul,Sass,,"6' 0""",155 lbs.,"73.0""",Orthodox,14,2,0,0,0.53,26%,1.9,51%,0.53,16%,33%,7.4
Keisuke,Sasu,Sasuke,"5' 5""",145 lbs.,"69.0""",Switch,11,3,1,0,2.76,49%,2.42,48%,3.76,40%,61%,1.9
Masaaki,Satake,,"6' 1""",220 lbs.,--,Orthodox,1,8,1,0,1.4,35%,3.76,41%,0,0%,58%,0
Takenori,Sato,,"5' 10""",170 lbs.,--,Southpaw,19,11,7,0,0.46,33%,12.92,9%,0,0%,0%,0
Takashi,Sato,Ten,"5' 10""",170 lbs.,"73.0""",Southpaw,16,7,0,0,2.21,41%,3.73,44%,0.76,37%,60%,0
Jeimeson,Saudino,The Minion,"5' 6""",135 lbs.,--,,8,5,0,0,0.66,30%,0.82,84%,2.47,50%,0%,2.5
Tom,Sauer,,"6' 1""",263 lbs.,--,,25,12,0,0,0,0%,0,0%,0,0%,0%,0
Townsend,Saunders,,"5' 5""",170 lbs.,--,Orthodox,0,2,0,0,0,0%,0,0%,0,0%,0%,0
Ben,Saunders,Killa B,"6' 2""",170 lbs.,"77.0""",Orthodox,22,13,2,0,3.23,50%,3.58,51%,0.2,40%,66%,1.3
Chad W.,Saunders,,"5' 10""",170 lbs.,--,Orthodox,7,2,0,0,0,0%,0,0%,0,0%,0%,0
Chris,Saunders,The So Cal Kid,"5' 8""",155 lbs.,--,,16,8,0,0,1.48,22%,2.96,75%,3.7,100%,0%,0
Lumumba,Sayers,,"6' 0""",185 lbs.,--,,6,5,0,0,2.54,41%,2.37,48%,7.63,75%,0%,2.5
Matt,Sayles,,"5' 7""",155 lbs.,"68.0""",Orthodox,8,4,0,0,4.83,41%,2.81,61%,0.36,16%,81%,0.7
Brandon,Sayles,Man of War,"6' 5""",265 lbs.,--,,5,1,0,0,0,0%,0,0%,0,0%,0%,0
Mark,Scanlon,,"5' 9""",170 lbs.,--,Orthodox,9,2,0,0,2.2,35%,3.33,48%,3,75%,25%,2
Eric,Schafer,Red,"6' 3""",185 lbs.,"76.0""",Orthodox,14,8,2,0,1.89,34%,3.38,56%,1.81,36%,50%,1.8
Kerry,Schall,Meat Truck,"6' 2""",265 lbs.,--,Orthodox,24,13,0,0,0.94,11%,4.84,63%,0,0%,0%,0
Eric,Schambari,,"5' 11""",185 lbs.,--,Orthodox,15,6,0,0,1.43,42%,1.07,54%,3,42%,0%,1
Brendan,Schaub,Big Brown,"6' 4""",245 lbs.,"78.0""",Orthodox,10,5,0,0,2.92,37%,2.22,57%,2.32,46%,72%,0.4
Matheus,Scheffel,Buffa,"6' 2""",205 lbs.,"75.0""",Orthodox,14,7,0,0,1.33,36%,3,47%,0,0%,100%,0
Antonio,Schembri,Nino,"5' 9""",205 lbs.,--,Orthodox,5,5,0,0,0.72,26%,2.12,55%,1.31,40%,0%,0.4
Fabiano,Scherner,Pegaleve,"6' 3""",257 lbs.,--,Orthodox,11,10,0,0,1.31,31%,3.2,38%,1.09,33%,40%,0
Samy,Schiavo,,"5' 8""",155 lbs.,--,Orthodox,10,6,0,0,1.68,34%,2.62,38%,0.94,50%,66%,0.9
Pat,Schilling,Thrilling,"5' 8""",145 lbs.,--,Orthodox,5,2,0,0,1.87,26%,8.24,52%,0,0%,0%,0
Joe,Schilling,,"6' 3""",185 lbs.,--,,2,5,0,0,2.84,52%,2.64,48%,0,0%,44%,0
Semmy,Schilt,Hightower,"6' 10""",265 lbs.,--,Orthodox,26,14,1,0,1.2,50%,1.31,53%,0,0%,47%,1.1
Adam,Schindler,,"5' 8""",155 lbs.,--,,10,6,0,0,0,0%,0,0%,0,0%,0%,0
Daniel,Schmitt,,--,185 lbs.,--,,2,3,0,0,0,0%,0,0%,0,0%,0%,0
Colleen,Schneider,,--,135 lbs.,--,,11,7,0,0,2.17,48%,2.5,50%,2.5,50%,60%,0
Matt,Schnell,Danger,"5' 8""",125 lbs.,"70.0""",Orthodox,16,7,0,0,4.24,39%,4.46,55%,0.63,44%,46%,1.1
Alex,Schoenauer,,"6' 3""",185 lbs.,--,Orthodox,15,10,0,0,1.22,40%,2.27,42%,0,0%,22%,4.9
Darrill,Schoonover,The Boss,"6' 2""",220 lbs.,--,Orthodox,14,8,0,0,1.2,33%,4.35,38%,0,0%,50%,1.1
Bob,Schrijber,Dirty,"6' 0""",240 lbs.,--,Orthodox,20,17,1,0,0,0%,0,0%,0,0%,0%,0
Nate,Schroeder,,"6' 1""",230 lbs.,--,,11,10,0,0,0,0%,0,0%,0,0%,0%,0
Lacey,Schuckman,,"5' 3""",125 lbs.,--,,11,10,0,0,0,0%,0,0%,0,0%,0%,0
Mark,Schultz,,"5' 9""",200 lbs.,--,Orthodox,1,1,0,0,0,0%,0,0%,0,0%,0%,0
Brian,Schwartz,,"6' 3""",170 lbs.,--,Orthodox,1,1,0,0,1.27,44%,0.87,45%,0,0%,50%,1
Eric,Schwartz,,--,205 lbs.,--,,2,0,0,0,0,0%,0,0%,0,0%,0%,0
Justin,Scoggins,,"5' 7""",125 lbs.,"66.0""",Southpaw,11,5,0,0,3.56,51%,2.16,55%,3.42,63%,82%,0.5
Brad,Scott,Bear,"6' 1""",170 lbs.,"76.0""",Orthodox,11,6,0,0,3.52,41%,4.31,57%,0.32,15%,63%,0.7
Greg,Scott,,"5' 9""",145 lbs.,--,,3,4,0,0,3.9,55%,7.79,37%,11.69,100%,0%,0
Mike,Seal,Crazy Boy,"6' 4""",185 lbs.,--,Orthodox,13,15,1,0,5.5,68%,3.33,50%,0,0%,33%,0
Matt,Secor,,"6' 0""",170 lbs.,--,,8,4,0,0,0.51,20%,0.81,50%,3.03,100%,0%,3
Kenneth,Seegrist,,"6' 0""",185 lbs.,--,Orthodox,4,7,0,0,3.21,66%,1.28,0%,0,0%,40%,14.4
Neil,Seery,2Tap,"5' 4""",125 lbs.,"64.0""",Orthodox,16,13,0,0,3.56,41%,3.79,58%,0.78,27%,53%,1.6
Rony,Sefo,,"5' 9""",225 lbs.,--,Orthodox,0,2,0,0,0,0%,0.43,0%,0,0%,0%,0
Ray,Sefo,Sugarfoot,"6' 0""",240 lbs.,--,Orthodox,2,2,0,0,0.86,31%,1.71,72%,0,0%,66%,0
Brendan,Seguin,,"6' 0""",185 lbs.,--,,23,19,1,0,2.6,45%,0.6,84%,5,62%,100%,0
Tetsuya,Seki,,"5' 10""",155 lbs.,--,,14,8,1,0,0,0%,0,0%,0,0%,0%,0
Stefan,Sekulic,,"6' 0""",170 lbs.,"75.0""",Southpaw,12,4,0,0,1.83,50%,2.83,64%,2,33%,25%,0.5
Pete,Sell,Drago,"5' 11""",170 lbs.,"75.0""",Orthodox,10,7,0,0,2.6,42%,3.65,51%,0.91,21%,47%,0.9
Matthew,Semelsberger,Semi The Jedi,"6' 1""",170 lbs.,"75.0""",Switch,11,6,0,0,4.06,43%,4.36,55%,1.02,58%,50%,0.1
Andrei,Semenov,,"6' 0""",185 lbs.,--,Orthodox,34,9,2,0,0.78,15%,2.44,60%,1.74,80%,55%,0.4
Mackens,Semerzier,Da Menace,"5' 9""",145 lbs.,"72.0""",Orthodox,8,4,0,0,2.91,45%,3.48,46%,2.14,50%,50%,2.1
Brandon,Sene,,"5' 11""",205 lbs.,--,,2,2,0,0,0,0%,0,0%,0,0%,0%,0
YeDam,Seo,,"5' 2""",115 lbs.,"63.0""",Orthodox,6,3,0,0,0.33,15%,2.27,55%,0,0%,0%,0
Kim In,Seok,,"5' 6""",145 lbs.,--,Orthodox,3,6,0,0,0.87,37%,5.19,60%,0,0%,0%,0
Ray,Seraille,,"6' 3""",246 lbs.,--,,8,9,0,0,5.29,27%,17.65,41%,0,0%,0%,0
Ivan,Serati,,"6' 0""",205 lbs.,--,Orthodox,12,4,0,0,0.86,26%,5.33,29%,0,0%,0%,0
Alex,Serdyukov,The Russian Crusher,"6' 2""",170 lbs.,"74.0""",Orthodox,8,5,0,0,4.94,48%,3.1,46%,1.84,55%,67%,1.8
Nicholas,Sergiacomi,,--,170 lbs.,--,,1,1,0,0,4.38,55%,3.94,59%,0,0%,0%,0
Matt,Serra,The Terra,"5' 6""",170 lbs.,"68.0""",Orthodox,11,7,0,0,1.98,39%,2.64,46%,2.05,20%,38%,0.9
Nick,Serra,The Mad Monkey,"5' 9""",170 lbs.,--,Orthodox,7,3,0,0,0,0%,1.73,43%,1,10%,0%,2
Adrian,Serrano,,"5' 8""",170 lbs.,--,,56,29,4,0,0,0%,0,0%,0,0%,0%,0
Fredy,Serrano,El Profe,"5' 3""",125 lbs.,"65.0""",Orthodox,3,2,0,0,1.58,26%,1.89,61%,2.84,25%,84%,0
Carl,Seumanutafa,,"6' 1""",255 lbs.,--,Orthodox,10,8,0,0,0,0%,3.33,75%,0,0%,0%,0
Dan,Severn,The Beast,"6' 2""",250 lbs.,--,Southpaw,101,19,1,0,0,0%,0,0%,0,0%,0%,0
Rosi,Sexton,The Surgeon,"5' 3""",135 lbs.,--,Orthodox,13,5,0,0,3.31,39%,7.42,41%,0.75,10%,80%,0
Scott,Shaffer,,"5' 7""",145 lbs.,--,Orthodox,0,1,0,0,2.4,67%,0.53,50%,0,0%,72%,3
